timestamp,test_id,pid_p,pid_i,pid_d,target_left,target_right,actual_speed_left,actual_speed_right,pos_left,pos_right,error_left,error_right
0.000001,0,9.500000,0.040000,0.300000,100,100,0.000000,-0.000000,0.000000,-0.000000,100.000000,100.000000
0.021317,0,9.500000,0.040000,0.300000,100,100,0.000000,-0.000000,2.000000,2.000000,100.000000,100.000000
0.042288,0,9.500000,0.040000,0.300000,100,100,95.680000,95.680000,24.000000,25.000000,4.320000,4.320000
0.063108,0,9.500000,0.040000,0.300000,100,100,95.680000,95.680000,40.000000,41.000000,4.320000,4.320000
0.084090,0,9.500000,0.040000,0.300000,100,100,95.680000,95.680000,56.000000,57.000000,4.320000,4.320000
0.105716,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,71.000000,72.000000,4.320000,16.280000
0.127291,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,87.000000,85.000000,4.320000,16.280000
0.148863,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,104.000000,101.000000,4.320000,16.280000
0.170503,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,119.000000,115.000000,16.280000,16.280000
0.192422,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,133.000000,129.000000,16.280000,16.280000
0.213641,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,147.000000,145.000000,16.280000,16.280000
0.234964,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,171.000000,166.000000,4.320000,16.280000
0.256538,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,186.000000,180.000000,4.320000,16.280000
0.277727,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,194.000000,188.000000,4.320000,16.280000
0.299315,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,217.000000,209.000000,4.320000,16.280000
0.321470,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,241.000000,231.000000,4.320000,16.280000
0.342390,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,257.000000,246.000000,4.320000,16.280000
0.363512,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,273.000000,261.000000,4.320000,16.280000
0.385013,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,288.000000,275.000000,4.320000,16.280000
0.406204,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,304.000000,289.000000,4.320000,16.280000
0.427489,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,320.000000,304.000000,4.320000,16.280000
0.449416,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,336.000000,319.000000,4.320000,16.280000
0.471098,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,352.000000,333.000000,4.320000,16.280000
0.492724,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,368.000000,348.000000,4.320000,16.280000
0.514474,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,384.000000,363.000000,4.320000,16.280000
0.536297,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,408.000000,385.000000,4.320000,16.280000
0.556937,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,424.000000,400.000000,4.320000,16.280000
0.577704,0,9.500000,0.040000,0.300000,100,100,107.640000,83.720000,440.000000,415.000000,-7.640000,16.280000
0.597972,0,9.500000,0.040000,0.300000,100,100,107.640000,83.720000,455.000000,430.000000,-7.640000,16.280000
0.618219,0,9.500000,0.040000,0.300000,100,100,107.640000,83.720000,470.000000,445.000000,-7.640000,16.280000
0.638504,0,9.500000,0.040000,0.300000,100,100,83.720000,95.680000,484.000000,460.000000,16.280000,4.320000
0.658850,0,9.500000,0.040000,0.300000,100,100,83.720000,95.680000,499.000000,474.000000,16.280000,4.320000
0.679381,0,9.500000,0.040000,0.300000,100,100,83.720000,95.680000,515.000000,489.000000,16.280000,4.320000
0.700205,0,9.500000,0.040000,0.300000,100,100,95.680000,95.680000,531.000000,505.000000,4.320000,4.320000
0.720827,0,9.500000,0.040000,0.300000,100,100,95.680000,95.680000,547.000000,520.000000,4.320000,4.320000
0.741342,0,9.500000,0.040000,0.300000,100,100,95.680000,95.680000,562.000000,534.000000,4.320000,4.320000
0.762370,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,585.000000,557.000000,16.280000,16.280000
0.782731,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,600.000000,573.000000,16.280000,16.280000
0.803020,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,615.000000,588.000000,16.280000,16.280000
0.823244,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,631.000000,602.000000,4.320000,16.280000
0.843455,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,647.000000,617.000000,4.320000,16.280000
0.863650,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,662.000000,633.000000,4.320000,16.280000
0.883918,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,678.000000,648.000000,4.320000,16.280000
0.904105,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,694.000000,663.000000,4.320000,16.280000
0.924335,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,710.000000,678.000000,4.320000,16.280000
0.944604,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,724.000000,693.000000,16.280000,16.280000
0.964965,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,739.000000,709.000000,16.280000,16.280000
0.985665,0,9.500000,0.040000,0.300000,100,100,83.720000,83.720000,755.000000,724.000000,16.280000,16.280000
1.006770,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,771.000000,739.000000,4.320000,16.280000
1.028331,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,787.000000,754.000000,4.320000,16.280000
1.049552,0,9.500000,0.040000,0.300000,100,100,95.680000,83.720000,802.000000,769.000000,4.320000,16.280000
